Ad_Reference_ID,ad_category,ad_device,ad_location,ad_type,cost_per_click,ad_video_length,total_clicks,total_impressions,ctr,avg_watch_duration,total_ad_spend,total_revenue,roas,total_conversions,conversion_rate,overall_conversion_rate,avg_user_age,unique_users,avg_watch_ratio,avg_ded_score,category_age_affinity,platforms_used,devices_used,platform_avg_roas,platform_total_spend,platform_total_revenue,active_time_slots,best_day,avg_hour,ingestion_date,ingestion_timestamp,engagement_efficiency,profit_margin,cost_per_conversion,high_performance,cost_efficiency_score,engagement_score,audience_alignment_score,ad_age_days,ad_lifecycle_stage,location_type,season,processing_date,export_timestamp,export_version,environment
AD_0064,Electronics,All-Devices,Tamil Nadu,Text,0.95,0.0,20,693,0.0302,0.0,19.0,0.0,0.0,0,0.0257,0.0257,37.0,693,0.0,0.13,0.0645,instagram,All-Devices,0.0,19.0,0.0,Night,5,8.0,2026-03-06,2026-03-06,0.16,-1.0,0.0,0,0.0,0.151,0.0645,108,Mature,Urban,Summer,2026-03-06,2026-08-03T15:45:00,v2.0,Demo
AD_0065,Food,Mobile,Maharashtra,Text,0.29,0.0,4,139,0.03,0.0,1.16,0.0,0.0,0,0.0071,0.0071,24.0,139,0.0,0.13,0.0604,facebook,Mobile,0.0,1.16,0.0,Afternoon,7,18.1,2026-03-07,2026-03-07,0.52,-1.0,0.0,0,0.0,0.15,0.0604,38,Mature,Urban,Spring,2026-03-07,2026-08-03T15:45:00,v2.0,Demo
AD_0066,Fashion,Tablet,Maharashtra,Video,1.29,32.6,7,1418,0.0053,7.5,9.03,0.0,0.0,0,0.0177,0.0177,57.0,1418,0.23,0.15,0.0538,instagram,Tablet,0.0,9.03,0.0,Evening,5,10.0,2026-03-08,2026-03-08,0.11,-1.0,0.0,0,0.0,0.142,0.0538,59,Mature,Semi-Urban,Summer,2026-03-08,2026-08-03T15:45:00,v2.0,Demo
AD_0067,Food,All-Devices,Uttar Pradesh,Image,0.87,0.0,10,399,0.0275,0.0,8.7,0.0,0.0,0,0.0303,0.0303,37.0,399,0.0,0.18,0.0554,other,All-Devices,0.0,8.7,0.0,Afternoon,2,16.5,2026-03-09,2026-03-09,0.16,-1.0,0.0,0,0.0,0.138,0.0554,1,Declining,Rural,Fall,2026-03-09,2026-08-03T15:45:00,v2.0,Demo
AD_0068,Fashion,Mobile,Tamil Nadu,Text,1.29,0.0,37,1336,0.0278,0.0,47.73,54.69,1.15,1,0.012,0.012,26.0,1336,0.0,0.1,0.0259,google,Mobile,1.17,47.73,54.69,Night,3,18.2,2026-03-10,2026-03-10,0.11,0.1273,47.73,0,0.021,0.139,0.0259,68,Mature,Urban,Fall,2026-03-10,2026-08-03T15:45:00,v2.0,Demo
AD_0069,Travel,Mobile,Maharashtra,Image,0.93,0.0,36,1424,0.0254,0.0,33.48,0.0,0.0,0,0.0121,0.0121,31.0,1424,0.0,0.18,0.0831,google,Mobile,0.0,33.48,0.0,Evening,6,14.9,2026-03-11,2026-03-11,0.14,-1.0,0.0,0,0.0,0.127,0.0831,115,Growing,Rural,Winter,2026-03-11,2026-08-03T15:45:00,v2.0,Demo
AD_0070,Travel,Mobile,Tamil Nadu,Carousel,0.91,0.0,32,1181,0.0277,0.0,29.12,0.0,0.0,0,0.0054,0.0054,20.0,1181,0.0,0.07,0.0588,other,Mobile,0.0,29.12,0.0,Morning,5,17.4,2026-03-12,2026-03-12,0.15,-1.0,0.0,0,0.0,0.138,0.0588,44,Mature,Semi-Urban,Fall,2026-03-12,2026-08-03T15:45:00,v2.0,Demo
AD_0071,Travel,Mobile,Delhi,Text,0.29,0.0,33,1112,0.0303,0.0,9.57,109.59,11.45,1,0.0203,0.0203,38.0,1112,0.0,0.08,0.0218,google,Mobile,11.25,9.57,109.59,Evening,5,16.3,2026-03-13,2026-03-13,0.52,0.9127,9.57,1,0.1045,0.152,0.0218,47,Declining,Semi-Urban,Summer,2026-03-13,2026-08-03T15:45:00,v2.0,Demo
AD_0072,Fashion,Mobile,Karnataka,Text,0.38,0.0,18,958,0.0191,0.0,6.84,80.35,11.75,1,0.0359,0.0359,54.0,958,0.0,0.09,0.079,facebook,Mobile,12.2,6.84,80.35,Afternoon,4,12.0,2026-03-14,2026-03-14,0.25,0.9149,6.84,0,0.1462,0.096,0.079,35,New,Rural,Summer,2026-03-14,2026-08-03T15:45:00,v2.0,Demo
AD_0073,Food,Desktop,Maharashtra,Image,1.46,0.0,4,208,0.0201,0.0,5.84,0.0,0.0,0,0.0068,0.0068,57.0,208,0.0,0.07,0.0939,other,Desktop,0.0,5.84,0.0,Morning,3,18.3,2026-03-15,2026-03-15,0.07,-1.0,0.0,0,0.0,0.1,0.0939,87,Declining,Urban,Fall,2026-03-15,2026-08-03T15:45:00,v2.0,Demo
AD_0074,Travel,All-Devices,Uttar Pradesh,Text,0.46,0.0,8,1008,0.0087,0.0,3.68,0.0,0.0,0,0.0117,0.0117,57.0,1008,0.0,0.08,0.0953,instagram,All-Devices,0.0,3.68,0.0,Evening,1,11.1,2026-03-16,2026-03-16,0.1,-1.0,0.0,0,0.0,0.044,0.0953,91,Mature,Rural,Winter,2026-03-16,2026-08-03T15:45:00,v2.0,Demo
AD_0075,Gaming,Desktop,Delhi,Image,1.47,0.0,5,361,0.0166,0.0,7.35,0.0,0.0,0,0.0159,0.0159,23.0,361,0.0,0.07,0.0432,other,Desktop,0.0,7.35,0.0,Morning,3,15.0,2026-03-17,2026-03-17,0.06,-1.0,0.0,0,0.0,0.083,0.0432,60,New,Rural,Winter,2026-03-17,2026-08-03T15:45:00,v2.0,Demo
AD_0076,Fashion,Tablet,Tamil Nadu,Text,0.87,0.0,31,1314,0.0243,0.0,26.97,0.0,0.0,0,0.0306,0.0306,34.0,1314,0.0,0.17,0.0222,facebook,Tablet,0.0,26.97,0.0,Morning,3,17.4,2026-03-18,2026-03-18,0.14,-1.0,0.0,0,0.0,0.122,0.0222,90,Mature,Semi-Urban,Fall,2026-03-18,2026-08-03T15:45:00,v2.0,Demo
AD_0077,Fashion,Mobile,Delhi,Video,0.33,21.5,14,494,0.0284,12.3,4.62,51.05,11.05,1,0.0274,0.0274,19.0,494,0.57,0.07,0.0567,facebook,Mobile,11.37,4.62,51.05,Morning,7,12.3,2026-03-19,2026-03-19,1.29,0.9095,4.62,1,0.2165,0.427,0.0567,52,Declining,Urban,Spring,2026-03-19,2026-08-03T15:45:00,v2.0,Demo
AD_0078,Food,All-Devices,Maharashtra,Image,0.28,0.0,3,347,0.0115,0.0,0.84,48.98,58.31,1,0.0196,0.0196,54.0,347,0.0,0.16,0.0201,other,All-Devices,56.62,0.84,48.98,Evening,7,11.2,2026-03-20,2026-03-20,0.2,0.9829,0.84,0,1.1905,0.057,0.0201,8,New,Rural,Spring,2026-03-20,2026-08-03T15:45:00,v2.0,Demo
AD_0079,Fashion,Mobile,Tamil Nadu,Text,0.43,0.0,9,1001,0.0091,0.0,3.87,107.15,27.69,1,0.0316,0.0316,33.0,1001,0.0,0.06,0.0941,other,Mobile,25.19,3.87,107.15,Afternoon,7,13.4,2026-03-21,2026-03-21,0.11,0.9639,3.87,0,0.2584,0.046,0.0941,107,New,Urban,Spring,2026-03-21,2026-08-03T15:45:00,v2.0,Demo
AD_0080,Fashion,All-Devices,Karnataka,Carousel,1.4,0.0,2,85,0.0249,0.0,2.8,103.84,37.09,1,0.0263,0.0263,45.0,85,0.0,0.19,0.0265,google,All-Devices,33.61,2.8,103.84,Evening,6,18.5,2026-03-22,2026-03-22,0.09,0.973,2.8,1,0.3571,0.124,0.0265,80,Mature,Semi-Urban,Spring,2026-03-22,2026-08-03T15:45:00,v2.0,Demo
AD_0081,Travel,Desktop,Delhi,Text,0.71,0.0,5,1157,0.0051,0.0,3.55,69.65,19.62,1,0.0364,0.0364,48.0,1157,0.0,0.16,0.0327,facebook,Desktop,19.83,3.55,69.65,Afternoon,3,20.0,2026-03-23,2026-03-23,0.04,0.949,3.55,0,0.2817,0.026,0.0327,41,Mature,Urban,Fall,2026-03-23,2026-08-03T15:45:00,v2.0,Demo
AD_0082,Food,All-Devices,Maharashtra,Carousel,0.68,0.0,15,1458,0.0104,0.0,10.2,0.0,0.0,0,0.0336,0.0336,36.0,1458,0.0,0.05,0.0466,other,All-Devices,0.0,10.2,0.0,Evening,6,14.6,2026-03-24,2026-03-24,0.08,-1.0,0.0,0,0.0,0.052,0.0466,3,Declining,Semi-Urban,Winter,2026-03-24,2026-08-03T15:45:00,v2.0,Demo
AD_0083,Travel,Tablet,Uttar Pradesh,Carousel,0.57,0.0,7,1245,0.0059,0.0,3.99,0.0,0.0,0,0.0138,0.0138,31.0,1245,0.0,0.16,0.0445,other,Tablet,0.0,3.99,0.0,Evening,5,16.3,2026-03-25,2026-03-25,0.05,-1.0,0.0,0,0.0,0.03,0.0445,96,Mature,Urban,Summer,2026-03-25,2026-08-03T15:45:00,v2.0,Demo
AD_0084,Travel,Tablet,Tamil Nadu,Video,0.35,27.0,14,1449,0.01,15.1,4.9,85.74,17.5,1,0.0145,0.0145,58.0,1449,0.56,0.13,0.0815,facebook,Tablet,18.69,4.9,85.74,Evening,7,19.6,2026-03-26,2026-03-26,0.94,0.9429,4.9,0,0.2041,0.33,0.0815,69,New,Rural,Summer,2026-03-26,2026-08-03T15:45:00,v2.0,Demo
AD_0085,Food,All-Devices,Delhi,Image,0.81,0.0,14,1435,0.0104,0.0,11.34,70.9,6.25,1,0.0094,0.0094,59.0,1435,0.0,0.17,0.0511,other,All-Devices,5.67,11.34,70.9,Afternoon,5,8.4,2026-03-27,2026-03-27,0.06,0.8401,11.34,0,0.0882,0.052,0.0511,84,Growing,Semi-Urban,Fall,2026-03-27,2026-08-03T15:45:00,v2.0,Demo
AD_0086,Electronics,All-Devices,Delhi,Text,0.33,0.0,10,608,0.0166,0.0,3.3,0.0,0.0,0,0.0168,0.0168,30.0,608,0.0,0.13,0.0254,google,All-Devices,0.0,3.3,0.0,Evening,7,10.2,2026-03-28,2026-03-28,0.25,-1.0,0.0,0,0.0,0.083,0.0254,14,Growing,Rural,Summer,2026-03-28,2026-08-03T15:45:00,v2.0,Demo
AD_0087,Travel,All-Devices,Karnataka,Video,1.28,24.6,16,940,0.0171,12.3,20.48,119.79,5.85,1,0.04,0.04,38.0,940,0.5,0.15,0.034,facebook,All-Devices,5.54,20.48,119.79,Morning,2,16.9,2026-03-29,2026-03-29,0.26,0.829,20.48,0,0.0488,0.336,0.034,96,Declining,Semi-Urban,Spring,2026-03-29,2026-08-03T15:45:00,v2.0,Demo
AD_0088,Gaming,All-Devices,Karnataka,Text,0.65,0.0,5,190,0.0312,0.0,3.25,0.0,0.0,0,0.0192,0.0192,59.0,190,0.0,0.17,0.0558,google,All-Devices,0.0,3.25,0.0,Evening,6,18.5,2026-03-30,2026-03-30,0.24,-1.0,0.0,0,0.0,0.156,0.0558,26,Mature,Urban,Winter,2026-03-30,2026-08-03T15:45:00,v2.0,Demo
AD_0089,Gaming,Tablet,Uttar Pradesh,Carousel,0.66,0.0,19,936,0.0203,0.0,12.54,0.0,0.0,0,0.0127,0.0127,18.0,936,0.0,0.11,0.0233,google,Tablet,0.0,12.54,0.0,Morning,6,19.0,2026-03-31,2026-03-31,0.15,-1.0,0.0,0,0.0,0.102,0.0233,111,Declining,Urban,Fall,2026-03-31,2026-08-03T15:45:00,v2.0,Demo
AD_0090,Fashion,Mobile,Uttar Pradesh,Image,0.79,0.0,31,1191,0.0267,0.0,24.49,0.0,0.0,0,0.0317,0.0317,35.0,1191,0.0,0.05,0.065,google,Mobile,0.0,24.49,0.0,Night,1,12.8,2026-04-01,2026-04-01,0.17,-1.0,0.0,0,0.0,0.134,0.065,70,Growing,Semi-Urban,Winter,2026-04-01,2026-08-03T15:45:00,v2.0,Demo
AD_0091,Gaming,All-Devices,Maharashtra,Text,0.75,0.0,10,1350,0.0081,0.0,7.5,57.4,7.65,1,0.024,0.024,22.0,1350,0.0,0.18,0.0609,google,All-Devices,7.23,7.5,57.4,Night,4,8.3,2026-04-02,2026-04-02,0.05,0.8693,7.5,0,0.1333,0.04,0.0609,58,Growing,Semi-Urban,Fall,2026-04-02,2026-08-03T15:45:00,v2.0,Demo
AD_0092,Fashion,All-Devices,Maharashtra,Text,1.49,0.0,9,775,0.0118,0.0,13.41,47.83,3.57,1,0.0102,0.0102,39.0,775,0.0,0.11,0.0743,facebook,All-Devices,3.87,13.41,47.83,Afternoon,3,13.1,2026-04-03,2026-04-03,0.04,0.7196,13.41,0,0.0746,0.059,0.0743,100,Mature,Semi-Urban,Fall,2026-04-03,2026-08-03T15:45:00,v2.0,Demo
AD_0093,Electronics,Tablet,Uttar Pradesh,Carousel,0.89,0.0,33,1293,0.0261,0.0,29.37,0.0,0.0,0,0.0183,0.0183,19.0,1293,0.0,0.12,0.0944,google,Tablet,0.0,29.37,0.0,Afternoon,1,10.2,2026-04-04,2026-04-04,0.15,-1.0,0.0,0,0.0,0.13,0.0944,40,New,Urban,Fall,2026-04-04,2026-08-03T15:45:00,v2.0,Demo
AD_0094,Food,Tablet,Uttar Pradesh,Text,0.27,0.0,7,1099,0.0066,0.0,1.89,0.0,0.0,0,0.0195,0.0195,35.0,1099,0.0,0.05,0.0921,google,Tablet,0.0,1.89,0.0,Night,6,11.1,2026-04-05,2026-04-05,0.12,-1.0,0.0,0,0.0,0.033,0.0921,51,Mature,Semi-Urban,Fall,2026-04-05,2026-08-03T15:45:00,v2.0,Demo
AD_0095,Food,Desktop,Tamil Nadu,Text,0.97,0.0,11,570,0.0196,0.0,10.67,0.0,0.0,0,0.0314,0.0314,27.0,570,0.0,0.12,0.0951,other,Desktop,0.0,10.67,0.0,Evening,1,17.8,2026-04-06,2026-04-06,0.1,-1.0,0.0,0,0.0,0.098,0.0951,5,Growing,Semi-Urban,Winter,2026-04-06,2026-08-03T15:45:00,v2.0,Demo
AD_0096,Food,All-Devices,Karnataka,Carousel,0.35,0.0,1,59,0.023,0.0,0.35,74.72,213.49,1,0.0057,0.0057,40.0,59,0.0,0.2,0.032,facebook,All-Devices,231.89,0.35,74.72,Evening,2,8.1,2026-04-07,2026-04-07,0.33,0.9953,0.35,1,2.8571,0.115,0.032,77,New,Rural,Summer,2026-04-07,2026-08-03T15:45:00,v2.0,Demo
AD_0097,Gaming,Desktop,Maharashtra,Video,0.19,30.1,23,1033,0.0231,23.8,4.37,0.0,0.0,0,0.0144,0.0144,60.0,1033,0.79,0.09,0.0218,facebook,Desktop,0.0,4.37,0.0,Evening,4,18.6,2026-04-08,2026-04-08,2.68,-1.0,0.0,0,0.0,0.51,0.0218,32,Declining,Semi-Urban,Fall,2026-04-08,2026-08-03T15:45:00,v2.0,Demo
AD_0098,Electronics,Tablet,Karnataka,Carousel,1.46,0.0,2,427,0.0057,0.0,2.92,0.0,0.0,0,0.0231,0.0231,52.0,427,0.0,0.11,0.0372,instagram,Tablet,0.0,2.92,0.0,Night,6,13.0,2026-04-09,2026-04-09,0.02,-1.0,0.0,0,0.0,0.028,0.0372,80,Growing,Rural,Spring,2026-04-09,2026-08-03T15:45:00,v2.0,Demo
AD_0099,Gaming,Tablet,Karnataka,Video,1.19,38.8,10,731,0.0147,14.0,11.9,0.0,0.0,0,0.0144,0.0144,54.0,731,0.36,0.15,0.0906,facebook,Tablet,0.0,11.9,0.0,Morning,6,15.3,2026-04-10,2026-04-10,0.21,-1.0,0.0,0,0.0,0.254,0.0906,1,Declining,Rural,Fall,2026-04-10,2026-08-03T15:45:00,v2.0,Demo
AD_0100,Gaming,Mobile,Uttar Pradesh,Image,1.47,0.0,15,633,0.0241,0.0,22.05,80.89,3.67,1,0.027,0.027,45.0,633,0.0,0.17,0.0975,facebook,Mobile,3.41,22.05,80.89,Afternoon,3,8.3,2026-04-11,2026-04-11,0.08,0.7274,22.05,1,0.0454,0.12,0.0975,77,New,Rural,Winter,2026-04-11,2026-08-03T15:45:00,v2.0,Demo
AD_0101,Electronics,All-Devices,Tamil Nadu,Video,0.8,32.5,1,201,0.0095,12.0,0.8,69.8,87.25,1,0.0219,0.0219,20.0,201,0.37,0.11,0.0873,instagram,All-Devices,80.2,0.8,69.8,Morning,7,11.7,2026-04-12,2026-04-12,0.29,0.9885,0.8,0,1.25,0.232,0.0873,54,Declining,Urban,Fall,2026-04-12,2026-08-03T15:45:00,v2.0,Demo
AD_0102,Electronics,Desktop,Delhi,Video,0.87,43.5,19,769,0.0259,28.7,16.53,0.0,0.0,0,0.0177,0.0177,27.0,769,0.66,0.1,0.0199,facebook,Desktop,0.0,16.53,0.0,Night,4,8.3,2026-04-13,2026-04-13,0.53,-1.0,0.0,0,0.0,0.46,0.0199,11,Growing,Rural,Spring,2026-04-13,2026-08-03T15:45:00,v2.0,Demo
AD_0103,Electronics,Tablet,Tamil Nadu,Image,0.38,0.0,30,1122,0.0274,0.0,11.4,95.18,8.35,1,0.0382,0.0382,57.0,1122,0.0,0.19,0.0953,facebook,Tablet,9.07,11.4,95.18,Morning,2,20.5,2026-04-14,2026-04-14,0.36,0.8802,11.4,1,0.0877,0.137,0.0953,53,Mature,Semi-Urban,Winter,2026-04-14,2026-08-03T15:45:00,v2.0,Demo
AD_0104,Electronics,Tablet,Tamil Nadu,Video,0.48,24.6,42,1227,0.0345,18.0,20.16,92.14,4.57,1,0.0271,0.0271,33.0,1227,0.73,0.15,0.0481,facebook,Tablet,4.61,20.16,92.14,Evening,5,18.3,2026-04-15,2026-04-15,1.12,0.7812,20.16,1,0.0496,0.538,0.0481,8,Declining,Urban,Fall,2026-04-15,2026-08-03T15:45:00,v2.0,Demo
AD_0105,Food,Desktop,Karnataka,Carousel,1.28,0.0,10,908,0.0113,0.0,12.8,0.0,0.0,0,0.0095,0.0095,22.0,908,0.0,0.07,0.0108,facebook,Desktop,0.0,12.8,0.0,Evening,1,13.4,2026-04-16,2026-04-16,0.04,-1.0,0.0,0,0.0,0.056,0.0108,25,Growing,Urban,Spring,2026-04-16,2026-08-03T15:45:00,v2.0,Demo
AD_0106,Health,Mobile,Tamil Nadu,Video,0.63,34.6,40,1366,0.0298,24.2,25.2,0.0,0.0,0,0.0246,0.0246,48.0,1366,0.7,0.06,0.0498,instagram,Mobile,0.0,25.2,0.0,Morning,3,10.1,2026-04-17,2026-04-17,0.79,-1.0,0.0,0,0.0,0.499,0.0498,40,Growing,Urban,Winter,2026-04-17,2026-08-03T15:45:00,v2.0,Demo
AD_0107,Health,Tablet,Maharashtra,Image,1.27,0.0,2,99,0.0206,0.0,2.54,0.0,0.0,0,0.0323,0.0323,31.0,99,0.0,0.12,0.0141,facebook,Tablet,0.0,2.54,0.0,Night,6,20.1,2026-04-18,2026-04-18,0.08,-1.0,0.0,0,0.0,0.103,0.0141,32,New,Urban,Fall,2026-04-18,2026-08-03T15:45:00,v2.0,Demo
AD_0108,Electronics,All-Devices,Karnataka,Carousel,1.11,0.0,11,713,0.0162,0.0,12.21,0.0,0.0,0,0.0298,0.0298,29.0,713,0.0,0.08,0.0589,facebook,All-Devices,0.0,12.21,0.0,Morning,5,11.8,2026-04-19,2026-04-19,0.07,-1.0,0.0,0,0.0,0.081,0.0589,88,Growing,Urban,Spring,2026-04-19,2026-08-03T15:45:00,v2.0,Demo
AD_0109,Health,Tablet,Maharashtra,Image,0.39,0.0,5,580,0.0087,0.0,1.95,0.0,0.0,0,0.011,0.011,60.0,580,0.0,0.09,0.0405,instagram,Tablet,0.0,1.95,0.0,Evening,2,9.3,2026-04-20,2026-04-20,0.11,-1.0,0.0,0,0.0,0.044,0.0405,28,Mature,Urban,Winter,2026-04-20,2026-08-03T15:45:00,v2.0,Demo
AD_0110,Health,All-Devices,Delhi,Image,0.84,0.0,30,1133,0.0271,0.0,25.2,36.91,1.46,1,0.039,0.039,54.0,1133,0.0,0.18,0.0526,other,All-Devices,1.5,25.2,36.91,Evening,4,14.9,2026-04-21,2026-04-21,0.16,0.3173,25.2,0,0.0397,0.136,0.0526,78,Mature,Urban,Fall,2026-04-21,2026-08-03T15:45:00,v2.0,Demo
AD_0111,Electronics,Desktop,Karnataka,Text,1.06,0.0,15,1240,0.0121,0.0,15.9,0.0,0.0,0,0.0207,0.0207,35.0,1240,0.0,0.06,0.0652,google,Desktop,0.0,15.9,0.0,Night,1,20.2,2026-04-22,2026-04-22,0.06,-1.0,0.0,0,0.0,0.06,0.0652,109,Declining,Rural,Winter,2026-04-22,2026-08-03T15:45:00,v2.0,Demo
AD_0112,Health,All-Devices,Delhi,Text,0.47,0.0,20,1275,0.0161,0.0,9.4,0.0,0.0,0,0.0106,0.0106,59.0,1275,0.0,0.16,0.0882,other,All-Devices,0.0,9.4,0.0,Morning,3,7.1,2026-04-23,2026-04-23,0.17,-1.0,0.0,0,0.0,0.08,0.0882,3,Declining,Semi-Urban,Spring,2026-04-23,2026-08-03T15:45:00,v2.0,Demo
AD_0113,Gaming,Desktop,Karnataka,Image,1.27,0.0,6,906,0.0069,0.0,7.62,115.34,15.14,1,0.0113,0.0113,45.0,906,0.0,0.09,0.0696,instagram,Desktop,15.64,7.62,115.34,Evening,6,10.3,2026-04-24,2026-04-24,0.03,0.9339,7.62,0,0.1312,0.034,0.0696,100,Declining,Semi-Urban,Fall,2026-04-24,2026-08-03T15:45:00,v2.0,Demo
AD_0114,Fashion,All-Devices,Uttar Pradesh,Image,0.89,0.0,5,195,0.029,0.0,4.45,0.0,0.0,0,0.0084,0.0084,49.0,195,0.0,0.16,0.0491,google,All-Devices,0.0,4.45,0.0,Evening,6,20.1,2026-04-25,2026-04-25,0.16,-1.0,0.0,0,0.0,0.145,0.0491,91,Declining,Rural,Fall,2026-04-25,2026-08-03T15:45:00,v2.0,Demo
AD_0115,Fashion,Desktop,Tamil Nadu,Image,0.37,0.0,26,964,0.028,0.0,9.62,53.81,5.59,1,0.0331,0.0331,19.0,964,0.0,0.16,0.0837,instagram,Desktop,5.71,9.62,53.81,Morning,5,9.4,2026-04-26,2026-04-26,0.38,0.8212,9.62,1,0.104,0.14,0.0837,84,Mature,Rural,Fall,2026-04-26,2026-08-03T15:45:00,v2.0,Demo
AD_0116,Electronics,All-Devices,Uttar Pradesh,Text,0.94,0.0,28,1042,0.027,0.0,26.32,0.0,0.0,0,0.0093,0.0093,23.0,1042,0.0,0.05,0.0915,instagram,All-Devices,0.0,26.32,0.0,Morning,5,8.6,2026-04-27,2026-04-27,0.14,-1.0,0.0,0,0.0,0.135,0.0915,111,New,Urban,Spring,2026-04-27,2026-08-03T15:45:00,v2.0,Demo
AD_0117,Food,Mobile,Delhi,Text,1.5,0.0,4,291,0.014,0.0,6.0,0.0,0.0,0,0.0094,0.0094,45.0,291,0.0,0.13,0.0208,facebook,Mobile,0.0,6.0,0.0,Afternoon,1,15.0,2026-04-28,2026-04-28,0.05,-1.0,0.0,0,0.0,0.07,0.0208,79,Declining,Urban,Summer,2026-04-28,2026-08-03T15:45:00,v2.0,Demo
AD_0118,Electronics,All-Devices,Tamil Nadu,Video,0.35,40.6,6,630,0.0102,23.5,2.1,33.23,15.82,1,0.0348,0.0348,56.0,630,0.58,0.07,0.0579,google,All-Devices,15.19,2.1,33.23,Night,4,19.1,2026-04-29,2026-04-29,0.97,0.9368,2.1,0,0.4762,0.341,0.0579,62,New,Rural,Fall,2026-04-29,2026-08-03T15:45:00,v2.0,Demo
AD_0119,Food,All-Devices,Karnataka,Video,1.25,31.1,17,736,0.0241,15.2,21.25,0.0,0.0,0,0.0171,0.0171,44.0,736,0.49,0.18,0.0356,facebook,All-Devices,0.0,21.25,0.0,Night,2,13.7,2026-04-30,2026-04-30,0.29,-1.0,0.0,0,0.0,0.366,0.0356,27,Growing,Urban,Spring,2026-04-30,2026-08-03T15:45:00,v2.0,Demo
AD_0120,Fashion,Mobile,Tamil Nadu,Image,0.43,0.0,10,532,0.0199,0.0,4.3,0.0,0.0,0,0.0061,0.0061,24.0,532,0.0,0.18,0.0142,google,Mobile,0.0,4.3,0.0,Morning,7,20.9,2026-05-01,2026-05-01,0.23,-1.0,0.0,0,0.0,0.1,0.0142,117,Growing,Semi-Urban,Winter,2026-05-01,2026-08-03T15:45:00,v2.0,Demo
AD_0121,Electronics,Tablet,Maharashtra,Carousel,1.21,0.0,12,1181,0.0103,0.0,14.52,67.8,4.67,1,0.0068,0.0068,23.0,1181,0.0,0.11,0.0702,instagram,Tablet,4.36,14.52,67.8,Night,4,16.5,2026-05-02,2026-05-02,0.04,0.7858,14.52,0,0.0689,0.052,0.0702,45,Declining,Semi-Urban,Winter,2026-05-02,2026-08-03T15:45:00,v2.0,Demo
AD_0122,Travel,Tablet,Tamil Nadu,Carousel,1.14,0.0,33,1299,0.0256,0.0,37.62,0.0,0.0,0,0.01,0.01,53.0,1299,0.0,0.12,0.0876,instagram,Tablet,0.0,37.62,0.0,Evening,4,8.0,2026-05-03,2026-05-03,0.11,-1.0,0.0,0,0.0,0.128,0.0876,105,Growing,Urban,Spring,2026-05-03,2026-08-03T15:45:00,v2.0,Demo
AD_0123,Gaming,All-Devices,Maharashtra,Text,0.56,0.0,25,722,0.0347,0.0,14.0,0.0,0.0,0,0.0125,0.0125,24.0,722,0.0,0.1,0.0247,other,All-Devices,0.0,14.0,0.0,Morning,4,20.9,2026-05-04,2026-05-04,0.31,-1.0,0.0,0,0.0,0.174,0.0247,92,New,Urban,Summer,2026-05-04,2026-08-03T15:45:00,v2.0,Demo
AD_0124,Health,Mobile,Tamil Nadu,Text,0.59,0.0,18,680,0.0274,0.0,10.62,0.0,0.0,0,0.0283,0.0283,40.0,680,0.0,0.16,0.0831,google,Mobile,0.0,10.62,0.0,Morning,7,12.7,2026-05-05,2026-05-05,0.23,-1.0,0.0,0,0.0,0.137,0.0831,25,New,Urban,Spring,2026-05-05,2026-08-03T15:45:00,v2.0,Demo
AD_0125,Food,All-Devices,Maharashtra,Text,1.22,0.0,19,710,0.0272,0.0,23.18,0.0,0.0,0,0.0105,0.0105,20.0,710,0.0,0.1,0.0868,facebook,All-Devices,0.0,23.18,0.0,Morning,1,11.0,2026-05-06,2026-05-06,0.11,-1.0,0.0,0,0.0,0.136,0.0868,106,Growing,Semi-Urban,Winter,2026-05-06,2026-08-03T15:45:00,v2.0,Demo
AD_0126,Travel,Desktop,Delhi,Image,0.77,0.0,23,711,0.0335,0.0,17.71,100.35,5.67,1,0.0092,0.0092,21.0,711,0.0,0.09,0.0923,other,Desktop,5.88,17.71,100.35,Afternoon,7,14.8,2026-05-07,2026-05-07,0.22,0.8235,17.71,1,0.0565,0.168,0.0923,61,Declining,Urban,Winter,2026-05-07,2026-08-03T15:45:00,v2.0,Demo
AD_0127,Health,Desktop,Uttar Pradesh,Carousel,1.14,0.0,9,854,0.0111,0.0,10.26,58.23,5.68,1,0.0318,0.0318,46.0,854,0.0,0.11,0.0339,other,Desktop,5.26,10.26,58.23,Night,1,11.3,2026-05-08,2026-05-08,0.05,0.8238,10.26,0,0.0975,0.056,0.0339,44,New,Rural,Fall,2026-05-08,2026-08-03T15:45:00,v2.0,Demo
AD_0128,Health,All-Devices,Karnataka,Video,0.35,5.4,10,468,0.022,2.8,3.5,0.0,0.0,0,0.0285,0.0285,47.0,468,0.52,0.06,0.0914,other,All-Devices,0.0,3.5,0.0,Afternoon,7,8.2,2026-05-09,2026-05-09,1.06,-1.0,0.0,0,0.0,0.37,0.0914,110,New,Urban,Summer,2026-05-09,2026-08-03T15:45:00,v2.0,Demo
